_id,name,author,translator,artist,editor,publishing,year,series,collection,genre,weight,dimensions.length,dimensions.width,dimensions.height,rating,price,link
999372,Доктор Аддер,Джетер К.У.,Сташевски К.,,,fanzon,2024,Fanzon. Фантастика. Трендмейкеры,,Современная зарубежная проза,390,220,145,21,7.75,819,https://www.labirint.ru/books/999372/
1007560,Закон МКАД,Силлов Дмитрий Олегович,,,,АСТ,2024,Снайпер. Дмитрий Силлов,,Современная отечественная проза,302,206,130,27,0,622,https://www.labirint.ru/books/1007560/
848232,"Девочка, с которой ничего не случится",Булычев Кир,,Мигунов Евгений Тихонович,,Лабиринт,2022,Детская художественная литература,Продолжение следует,,224,228,155,8,10,256,https://www.labirint.ru/books/848232/
965820,"Крабат, или Легенды старой мельницы",Пройслер Отфрид,Лепилина Марина,Власова Анна,,Эксмодетство,2023,Золотые сказки для детей,,,628,225,170,22,8.83,1013,https://www.labirint.ru/books/965820/
773144,О дивный новый мир. Слепец в Газе,Хаксли Олдос,"Сорока О., Ловин М.",,,АСТ,2020,Библиотека классики,,Классическая зарубежная проза,600,208,138,36,9.43,728,https://www.labirint.ru/books/773144/
978206,Шолох. Долина Колокольчиков,Крейн Антонина,,,,Черным-бело,2024,Young Adult. Книжный бунт. Фантастика,,"Молодежная литература, Современная отечественная проза",436,206,130,27,9.9,607,https://www.labirint.ru/books/978206/
645292,Даша и лабиринт Минотавра,Гурова Анна Евгеньевна,,Ходыревская Анна,,Качели,2022,Приключения во времени,Ребенок читает сам,,376,250,200,8,9.49,533,https://www.labirint.ru/books/645292/
531648,Алиса и чудовище,Булычев Кир,,Мигунов Евгений Тихонович,,Альфа-книга,2016,Большая иллюстрированная серия,,,444,245,175,15,9.48,468,https://www.labirint.ru/books/531648/
784640,Остров Хранителя бури,Дойл Кэтрин,Клеветенко Марина,Уткин Александр,,Волчок,2021,Зеленое солнце,,,522,223,152,21,8.7,437,https://www.labirint.ru/books/784640/
898774,The Great Book of King Arthur and His Knights of the Round Table,Matthews John,,Howe John,,Harpercollins,2022,,,,1426,255,198,30,9.5,5426,https://www.labirint.ru/books/898774/
700319,Скеллиг,Алмонд Дэвид,Варшавер Ольга,,,Качели,2019,Граффити,Книги для подростков,,258,208,132,17,8.24,468,https://www.labirint.ru/books/700319/
994831,Космер. Тайная история,Сандерсон Брендон,"Павлов Юрий, Колесникова Ирина, Жаворонков Александр",,,Азбука,2024,Звезды новой фэнтези,,Современная зарубежная проза,850,220,155,37,10,963,https://www.labirint.ru/books/994831/
679392,Метро 2033,Глуховский Дмитрий Алексеевич,,,,АСТ,2019,Знаменитая трилогия,,Современная отечественная проза,508,218,173,25,8.22,1145,https://www.labirint.ru/books/679392/
687051,Звёздный пёс,Булычев Кир,,Нитылкина Евгения,Ким Елена Николаевна,Лабиринт,2019,Детская художественная литература,Иллюстрированная библиотека фантастики и приключений,,404,223,169,14,9.82,563,https://www.labirint.ru/books/687051/
717881,Земля Санникова,Обручев Владимир Афанасьевич,,Никольский Георгий,,Речь,2019,Малая Классика Речи,,Классическая отечественная проза,526,174,125,33,8.75,1043,https://www.labirint.ru/books/717881/
1004444,Создатель Лун с иллюстрациями Сантьяго Карузо,Чамберс Роберт,"Блейз Анна Иосифовна, Эрли Галина И.",Карузо Сантьяго,,АСТ,2024,Иллюстрированные шедевры,,Классическая зарубежная проза,564,241,170,15,0,1039,https://www.labirint.ru/books/1004444/
996629,Шёл по городу волшебник,Томин Юрий Геннадьевич,,,,Азбука,2023,Детская библиотека. Большие книги,,,980,220,155,45,10,963,https://www.labirint.ru/books/996629/
882183,1984,Оруэлл Джордж,Голышев Виктор Петрович,,,Галерея классики,2023,Карманная классика,,Классическая зарубежная проза,277,180,115,34,10,209,https://www.labirint.ru/books/882183/
954697,Рубиновая звезда. Тайна Декабриста. Комплект в 2-х томах,Шагурин Николай Яковлевич,,"Фитингоф Георгий Петрович, Щеглов Михаил Михайлович, Бахтин Виктор Владимирович",,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,1602,205,140,85,0,4032,https://www.labirint.ru/books/954697/
884784,Cryptonomicon,Stephenson Neal,,,,Arrow Books,2000,,,,668,198,132,47,10,2533,https://www.labirint.ru/books/884784/
515621,Излучатель доброты. Сыщик Алиса. Планета для тиранов,Булычев Кир,,Мигунов Евгений Тихонович,Басова Е. Г.,Альфа-книга,2017,Большая иллюстрированная серия,,,620,243,173,20,9.17,526,https://www.labirint.ru/books/515621/
972761,A Clockwork Orange,Burgess Antony,,,,William Heinemann,2012,,,,586,235,160,32,10,5758,https://www.labirint.ru/books/972761/
699042,Книга времени. Том 1. Последний дар жреца,Прево Гийом,Филиппова Ирина,,Бобрецова Татьяна,КомпасГид,2019,Книга времени,,,536,216,149,30,8.97,615,https://www.labirint.ru/books/699042/
734664,Книга времени. Том 2. Семь монет антиквара,Прево Гийом,Филиппова Ирина,,,КомпасГид,2020,Книга времени,,,584,217,150,35,9.15,615,https://www.labirint.ru/books/734664/
1010128,Конторщица. Олимпиада-80,Фонд А.,,,,АСТ,2024,Однажды в СССР,,Современная отечественная проза,270,210,135,25,0,511,https://www.labirint.ru/books/1010128/
1005588,"Фантастический цикл о Нарузе. Продавец ветра, Огненная пряха. Комплект из 2-х книг",Решенина Светлана,,Решенина Светлана,Тюленева Наталья,Качели,2023,Комплекты,,,668,217,145,31,10,720,https://www.labirint.ru/books/1005588/
851388,Конан-варвар. Час дракона,Говард Роберт Ирвин,Семенова Мария Васильевна,,,Феникс,2022,Шедевры фантастики,,Классическая зарубежная проза,672,245,173,25,9.73,802,https://www.labirint.ru/books/851388/
445211,Гарри Поттер и узник Азкабана,Роулинг Джоан Кэтлин,Спивак Маша,,Грызунова Анастасия,Махаон,2022,Гарри Поттер,,,530,206,135,27,3.22,880,https://www.labirint.ru/books/445211/
873301,Игры Немезиды. Пепел Вавилона. Чужие собаки,Кори Джеймс,Соловьева Г. В.,,,Фантастика,2022,Пространство (Expanse),,Современная зарубежная проза,1312,242,155,55,7.2,1228,https://www.labirint.ru/books/873301/
972432,Шепчущий во тьме,Лавкрафт Говард Филлипс,"Алякринский Олег, Эрлихман В. В., Шокин Григорий Олегович, Попов Д. В.",Иванов Иван,,Феникс,2024,Хроники Некрономикона,,,722,242,175,25,9.1,891,https://www.labirint.ru/books/972432/
1004118,Малые Боги. Истории о нежити,Логинов Святослав Владимирович,,Приходкин Игорь,,Феникс,2024,Капитаны русской фантастики,,Героическое отечественное фэнтези,480,250,170,17,7.75,800,https://www.labirint.ru/books/1004118/
672164,Человек-амфибия. Подводные земледельцы,Беляев Александр Романович,,Гришин Николай Ильич,,Речь,2018,Малая Классика Речи,,Классическая отечественная фантастика,606,175,122,36,8.87,1080,https://www.labirint.ru/books/672164/
954950,Наставники Лавкрафта. Сборник рассказов,"По Эдгар Аллан, Бирс Амброз, Хирн Лафкадио","Муравьева Е. Н., Гурский Р. В., Танасейчук Р. А.",Ильин Виталий,Танасейчук Андрей Борисович,Феникс,2023,Хроники Некрономикона,,Классическая зарубежная проза,892,242,172,32,9.14,972,https://www.labirint.ru/books/954950/
497537,"Гай-до. Узники ""Ямагири-мару"".Конец Атлантиды",Булычев Кир,,Мигунов Евгений Тихонович,Басова Е. Г.,Альфа-книга,2020,Большая иллюстрированная серия,,,558,242,170,18,9.67,497,https://www.labirint.ru/books/497537/
848234,Заповедник сказок,Булычев Кир,,Мигунов Евгений Тихонович,,Лабиринт,2022,Детская художественная литература,Продолжение следует,,495,228,156,18,9.2,400,https://www.labirint.ru/books/848234/
797000,Улитка на склоне столетия,"Стругацкий Аркадий Натанович, Стругацкий Борис Натанович",,,,АСТ,2021,Стругацкие - собрание сочинений (Neo),,Классическая отечественная проза,750,219,150,48,10,1194,https://www.labirint.ru/books/797000/
961259,Падение Левиафана,Кори Джеймс,Соловьева Г.,,,Фантастика,2023,Пространство (Expanse),,Современная отечественная проза,712,242,148,27,7.75,1091,https://www.labirint.ru/books/961259/
504003,Город без памяти. Подземная лодка,Булычев Кир,,Мигунов Евгений Тихонович,Басова Е. Г.,Альфа-книга,2017,Большая иллюстрированная серия,,,650,242,174,20,9.33,547,https://www.labirint.ru/books/504003/
974654,Записки следователя. Особое задание. Комплект в двух томах,Шейнин Лев Романович,,"Чупрыгин Б., Васин А., Балашов Г.",,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,1550,210,145,80,0,4032,https://www.labirint.ru/books/974654/
839291,A Curse So Dark and Lonely. The Complete Cursebreaker Collection,Kemmerer Brigid,,,,Bloomsbury,2021,The Cursebreaker Series,,,1100,203,131,90,10,5647,https://www.labirint.ru/books/839291/
1007095,Лилит. Кукла из вечной тьмы,Гедеон Артур,,,Антонова А.,Эксмо,2024,Черные лебеди. Мистические триллеры,,Современная отечественная проза,326,206,132,18,1,437,https://www.labirint.ru/books/1007095/
985443,Военная тайна. Старый знакомый. В двух томах,Шейнин Лев Романович,,,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,1590,205,140,80,0,4032,https://www.labirint.ru/books/985443/
988552,Лаборатория фантастических изобретений,Добрая Мария Юрьевна,,Коновалова Кристина,,Феникс-Премьер,2024,,,,476,280,230,11,9.54,729,https://www.labirint.ru/books/988552/
699977,Собрание сочинений 1973-1978,"Стругацкий Аркадий Натанович, Стругацкий Борис Натанович",,,,АСТ,2023,Стругацкие - собрание сочинений (Neo),,Современная отечественная проза,644,220,149,39,6.17,1250,https://www.labirint.ru/books/699977/
938875,Дракула,Стокер Брэм,Красавченко Т.,,,"Манн, Иванов и Фербер",2023,Вечные истории. Young Adult,,Классическая зарубежная проза,506,210,135,30,9.23,526,https://www.labirint.ru/books/938875/
792202,Последний зоопарк,Гейтон Сэм,Бутенко Евгения,Никитина Алёна,,Качели,2021,Зеркала,"Книги для подростков, Книги для девочек",,632,238,168,23,9.82,378,https://www.labirint.ru/books/792202/
789885,Собрание сочинений в 3-х томах (Комплект),Рубан Александр Ревович,,Мельников Евгений,,Престиж БУК,2021,Фантастические миры Александра Рубана,,Современная отечественная проза,1906,210,135,100,0,4536,https://www.labirint.ru/books/789885/
819486,"Призрак в лунном свете. Избранное, редкое и неизданное",Лавкрафт Говард Филлипс,Шокин Григорий Олегович,Иванов Иван,,Феникс,2022,Хроники Некрономикона,,Классическая зарубежная проза,712,242,170,27,8.56,705,https://www.labirint.ru/books/819486/
570751,Хроники Нарнии,Льюис Клайв Стейплз,"Доброхотова-Майкова Екатерина Михайловна, Кулагина-Ярцева Валентина, Трауберг Наталья Леонидовна, Островская Г. А.",Бэйнс Паулин,,Эксмо,2022,Хроники Нарнии,Бестселлеры #Эксмодетство,,900,217,145,45,8.61,923,https://www.labirint.ru/books/570751/
957342,Призраки Иеронима Босха. Уникальная книга ужасов по мотивам бессмертных картин,Топфер Сарториус,Хаецкая Елена Владимировна,,,Феникс,2023,Интеллектуальный хоррор,,Современная зарубежная проза,635,242,173,23,8.28,801,https://www.labirint.ru/books/957342/
864377,Две жизни. Все книги в одной. Обновленная редакция,Антарова Конкордия Евгеньевна,,,,АСТ,2022,Коллекционная книга. Знаки,,Классическая отечественная проза,2104,263,200,52,7.81,2003,https://www.labirint.ru/books/864377/
860428,Тайна двух океанов,Адамов Григорий Борисович,,Григорьев Сергей,,Альфа-книга,2022,Большая иллюстрированная серия,,Классическая отечественная проза,678,243,172,22,10,835,https://www.labirint.ru/books/860428/
640582,Теория невероятностей. Комплект из 2-х книг,Ледерман Виктория Валерьевна,,,,КомпасГид,2019,Виктория Ледерман,Навстречу приключениям,,548,216,147,27,9.03,1276,https://www.labirint.ru/books/640582/
1005576,Алиса Селезнева. Начало. Комплект из 3-х книг,Булычев Кир,,Мигунов Евгений,"Ким Елена Николаевна, Урбанович Галина, Смышляева Александра",Лабиринт,2024,Комплекты,,,2416,223,171,86,9.75,1904,https://www.labirint.ru/books/1005576/
982323,Аул,Арсланова Асия,,Николаева Анастасия,,Волчок,2024,Зеленое солнце,,,560,222,150,25,7.88,540,https://www.labirint.ru/books/982323/
922824,Мертвая тишина,Барнс С. А.,Попов Д. В.,,,Аркадия,2024,Семь солнц,,Современная зарубежная проза,486,206,130,25,8,626,https://www.labirint.ru/books/922824/
768721,Сто лет тому вперёд,Булычев Кир,,Мигунов Евгений Тихонович,Урбанович Галина,Лабиринт,2023,Детская художественная литература,Иллюстрированная библиотека фантастики и приключений,,820,245,180,26,9.22,720,https://www.labirint.ru/books/768721/
767923,Мессия Дюны. Дети Дюны,Герберт Фрэнк,,,,АСТ,2020,Дюна,,Классическая зарубежная проза,644,208,137,37,7.92,865,https://www.labirint.ru/books/767923/
795058,Земля Санникова. В 2-х томах,Обручев Владимир Афанасьевич,,"Танцев Михаил, Иванов Михаил",Колоколкина Мария,Лабиринт,2023,Детская художественная литература,"Интерактивные книги, Книга-путешествие",Классическая отечественная фантастика,2928,315,295,22,8.43,5520,https://www.labirint.ru/books/795058/
872576,Затерянный мир,Дойл Артур Конан,Волжина Наталия Альбертовна,"Хопта Анна, Шибалова Е.",Новицкас Любовь,Лабиринт,2023,Детская художественная литература,"Интерактивные книги, Вокруг книги",,1840,316,238,34,9.09,3552,https://www.labirint.ru/books/872576/
976260,Chapterhouse Dune,Herbert Frank,,,,Gollancz,2021,Dune,,,335,200,130,30,10,1643,https://www.labirint.ru/books/976260/
937238,Многорукий бог далайна,Логинов Святослав Владимирович,,,,Азбука,2023,Фантастика и фэнтези. Большие книги,,Современная отечественная проза,944,217,145,42,9.47,1057,https://www.labirint.ru/books/937238/
563230,Метро 2033. Метро 2034. Метро 2035,Глуховский Дмитрий Алексеевич,,,,АСТ,2017,,,Современная отечественная проза,1475,260,200,40,9.25,2376,https://www.labirint.ru/books/563230/
973366,"For the First Time, Again",Neuvel Sylvain,,,,Michael Joseph,2023,,,,535,240,160,30,8,4376,https://www.labirint.ru/books/973366/
972882,All The Blood We Share,Bruce Camilla,,,,Michael Joseph,2023,,,Исторические романы на английском языке,466,225,150,33,8,3749,https://www.labirint.ru/books/972882/
976094,Airside,Priest Christopher,,,,Gollancz,2023,,,,504,242,160,27,0,4361,https://www.labirint.ru/books/976094/
976415,Dune,Herbert Frank,,,,Gollancz,2021,Dune,,,882,240,160,49,10,4428,https://www.labirint.ru/books/976415/
891107,Star Wars. Brotherhood,Chen Mike,,,,DelRey,2022,Star Wars,,,565,240,170,30,0,4444,https://www.labirint.ru/books/891107/
798389,Солнечная война,Френч Джон,Антипов Юрий,,,Фантастика,2021,WarHammer 40.000,,Современная зарубежная проза,670,243,150,30,9.4,1091,https://www.labirint.ru/books/798389/
859079,Одной дождливой ночью,Лаймон Ричард,Шокин Григорий Олегович,,,АСТ,2022,Мастера ужасов,,Современная зарубежная проза,436,206,135,37,9.58,579,https://www.labirint.ru/books/859079/
942221,Дом духов,Альенде Исабель,Николаева Сусанна,,,Иностранка,2023,Иностранная литература. Большие книги,,Современная зарубежная проза,640,217,150,28,9.57,855,https://www.labirint.ru/books/942221/
955072,Птица малая,Рассел Мэри Дориа,Соколов Ю.,,,fanzon,2023,Sci-Fi Universe. Лучшая новая НФ,,Современная зарубежная проза,630,218,147,32,10,844,https://www.labirint.ru/books/955072/
891103,Star Wars. Shadow of the Sith,Christopher Adam,,,,DelRey,2022,Star Wars,,,732,245,165,43,10,4549,https://www.labirint.ru/books/891103/
851591,Монах и дочь палача,Бирс Амброз,Танасейчук Андрей Борисович,Карузо Сантьяго,,АСТ,2022,Шедевры ужаса в иллюстрациях,,Классическая зарубежная проза,520,242,168,14,10,840,https://www.labirint.ru/books/851591/
598144,Алиса на планете загадок,Булычев Кир,,Минеев Виктор Михайлович,Мещеряков Вадим Юрьевич,Издательский дом Мещерякова,2017,БИСС,,,568,222,173,20,8.56,924,https://www.labirint.ru/books/598144/
787701,Творец огня,Джонс Гай,Каминская Мария,Романова Анастасия,,Качели,2021,Все грани волшебства,Книги для подростков,,384,220,145,17,9.36,234,https://www.labirint.ru/books/787701/
891116,Tell Me an Ending,Harkin Jo,,,,Penguin,2022,,,,360,198,129,26,0,3865,https://www.labirint.ru/books/891116/
888503,Until the Last of Me,Neuvel Sylvain,,,,Penguin,2022,,,,510,245,165,30,0,3313,https://www.labirint.ru/books/888503/
911387,Сказки Барда Бидля,Роулинг Джоан Кэтлин,Спивак Маша,Цвергер Лизбет,,Махаон,2018,Гарри Поттер,,,1240,297,255,20,10,1944,https://www.labirint.ru/books/911387/
1005352,Конторщица,Фонд А.,,,,АСТ,2024,Однажды в СССР,,Современная отечественная проза,265,206,130,25,1,492,https://www.labirint.ru/books/1005352/
911381,Гарри Поттер. Год с волшебством,Роулинг Джоан Кэтлин,Спивак Маша,Кей Джим,,Махаон,2022,Гарри Поттер,,Артбуки. Игровые миры. Вселенные,1000,235,195,25,8,1944,https://www.labirint.ru/books/911381/
566318,Посмотри в глаза чудовищ,"Лазарчук Андрей Геннадьевич, Успенский Михаил Глебович",,Пономарева М.,,Пятый Рим,2016,"ООО ""Бестселлер""",,Современная отечественная проза,1232,245,170,46,8.35,1656,https://www.labirint.ru/books/566318/
603042,Эринеры Гипноса,"Пехов Алексей Юрьевич, Бычкова Елена Александровна, Турчанинова Наталья Владимировна",,,,Альфа-книга,2017,Фантастический боевик,,Современная отечественная проза,312,208,133,27,8.93,353,https://www.labirint.ru/books/603042/
848594,Ересь Хоруса. Книга VIII. Тени предательства,"Макнилл Грэм, Дембски-Боуден Аарон, Френч Джон","Джемилев Зенур, Зонис Ю., Стасюк Богдан",,"Данн Кристиан, Кайм Ник",Фантастика,2021,The Horus Heresy,,Современная зарубежная проза,1964,245,178,69,10,1637,https://www.labirint.ru/books/848594/
732152,Night Shift,King Stephen,,,,Hodder & Stoughton,2022,,,,346,198,130,30,10,1581,https://www.labirint.ru/books/732152/
973279,Doctor Who. The Women Who Lived. Amazing Tales for Future Time Lords,Dee Christel,,,,BBC books,2018,Doctor Who,,,870,255,200,23,8,3913,https://www.labirint.ru/books/973279/
973253,Doctor Who. Shada,"Adams Douglas, Roberts Gareth",,,,BBC books,2013,Doctor Who,,,288,197,130,27,10,3913,https://www.labirint.ru/books/973253/
917363,"1984. Скотный Двор. Романы, повесть",Оруэлл Джордж,"Беспалова Л. Г., Голышев Виктор Петрович, Домитеева Вера Михайловна",,,Иностранка,2024,Иностранная литература. Большие книги,,Классическая зарубежная проза,834,220,150,36,9.38,830,https://www.labirint.ru/books/917363/
463484,Мастер снов,"Пехов Алексей Юрьевич, Бычкова Елена Александровна, Турчанинова Наталья Владимировна",,,,Альфа-книга,2014,Фантастический боевик,,Современная отечественная проза,302,205,133,24,8.9,173,https://www.labirint.ru/books/463484/
920593,Претендент. Сила рода,Вяч Павел,,,,Альфа-книга,2023,Фантастический боевик,Претендент,Современная отечественная проза,246,206,131,20,10,324,https://www.labirint.ru/books/920593/
715162,Самолет по имени Серёжка,Крапивин Владислав Петрович,,Брезинская Ольга,Хелемендик Анна,Лабиринт,2019,Детская художественная литература,"Лучшие книги Крапивина, Иллюстрированная библиотека фантастики и приключений",,464,223,170,17,9.18,552,https://www.labirint.ru/books/715162/
905971,Cytonic,Sanderson Brandon,,,,Gollancz,2021,Skyward,,,654,245,165,40,0,3680,https://www.labirint.ru/books/905971/
976283,Children of the Sun,Lewis Beth,,,,Hodder & Stoughton,2023,,,,656,240,165,40,0,3397,https://www.labirint.ru/books/976283/
229950,Нужные вещи,Кинг Стивен,Аракелов А. В.,,Покидаева Татьяна Юрьевна,АСТ,2022,Темная башня,,Современная зарубежная проза,503,206,130,40,9.31,1089,https://www.labirint.ru/books/229950/
940666,Трое из леса. Вторая трилогия,Никитин Юрий Александрович,,,,Эксмо,2023,Гиганты фантастики,,Современная отечественная проза,1156,245,155,40,7,1499,https://www.labirint.ru/books/940666/
816939,Пост,Глуховский Дмитрий Алексеевич,,,,АСТ,2021,,,Современная отечественная проза,610,210,170,28,7.83,1089,https://www.labirint.ru/books/816939/
696037,Жестянка,Кенни Порик,Бутенко Евгения,Горбунова Ирина,,Качели,2019,Зеркала,Книги для подростков,,676,238,166,24,8.85,727,https://www.labirint.ru/books/696037/
961480,Молот Вулкана,Дик Филип Киндред,Кумок Вадим Викторович,,,Эксмо,2023,Филип К.Дик. Электрические сны,,Современная зарубежная проза,322,210,140,21,10,564,https://www.labirint.ru/books/961480/
892238,Appliance,Morgan J. O.,,,,Jonathan Cape,2022,,,,336,222,145,21,0,3419,https://www.labirint.ru/books/892238/
1004119,Странный мир. Истории о небывалом,Логинов Святослав Владимирович,,Приходкин Игорь,,Феникс,2024,Капитаны русской фантастики,,Современная отечественная проза,490,290,200,18,7,800,https://www.labirint.ru/books/1004119/
371443,Всё о приключениях Электроника. Повести,Велтистов Евгений Серафимович,,Мигунов Евгений Тихонович,Гуляева Елена,Азбука,2023,Всё о...,,,860,240,173,28,7.97,855,https://www.labirint.ru/books/371443/
771352,Лилипутка,Гейтон Сэм,Бутенко Евгения,Раттерри Элис,Тюленева Наталья,Качели,2021,Зеркала,"Книги для подростков, Книги для девочек",Приключения. Детективы,516,238,165,18,8.67,323,https://www.labirint.ru/books/771352/
930221,Сон в тысячу лет,Кондрацкая Елена Анатольевна,,,,Эксмо,2023,Young Adult. Книжный бунт. Фантастика,,Молодежная литература,422,210,135,26,8.37,625,https://www.labirint.ru/books/930221/
1004117,Звездный волк. Истории о космосе,Логинов Святослав Владимирович,,Приходкин Игорь,,Феникс,2024,Капитаны русской фантастики,,Современная отечественная проза,470,250,180,17,9,800,https://www.labirint.ru/books/1004117/
909415,Skyward Flight,"Sanderson Brandon, Patterson Janci",,,,Gollancz,2022,Skyward,,,900,242,160,50,10,4057,https://www.labirint.ru/books/909415/
922270,Ordinary Monsters,Miro J. M.,,,,Bloomsbury,2022,,,Young adult на английском языке,1128,240,165,55,6,3764,https://www.labirint.ru/books/922270/
853525,Мессия Дюны,Герберт Фрэнк,Соколов Ю. Р.,,,АСТ,2022,Эксклюзивная классика,,Классическая зарубежная проза,298,187,120,25,10,511,https://www.labirint.ru/books/853525/
905803,Mindwalker,Dylan Kate,,,,Hodder & Stoughton,2022,,,,524,242,162,30,0,3486,https://www.labirint.ru/books/905803/
905583,The Righteous,Ahdieh Renee,,,,Hodder & Stoughton,2021,The Beautiful,,Young adult на английском языке,664,240,160,40,10,4067,https://www.labirint.ru/books/905583/
905516,The Pharmacist,Atalla Rachelle,,,,Hodder & Stoughton,2022,,,,570,245,165,33,0,3777,https://www.labirint.ru/books/905516/
905482,Only a Monster,Len Vanessa,,,,Hodder & Stoughton,2022,,,,580,240,160,33,0,4067,https://www.labirint.ru/books/905482/
988090,1984. Джулия,Ньюман Сандра,Петрова Елена Серафимовна,,,Иностранка,2024,Большой роман,,Современная зарубежная проза,568,207,132,29,4.88,785,https://www.labirint.ru/books/988090/
1008109,Солнечные часы,Джексон Ширли,Рышкова Юлия,,,АСТ,2024,Эксклюзивная классика,,Классическая зарубежная проза,212,180,115,27,10,295,https://www.labirint.ru/books/1008109/
904932,Spells for Forgetting,Young Adrienne,,,,Quercus,2022,,,,590,240,160,30,0,3486,https://www.labirint.ru/books/904932/
979826,Падение Прайма. Голоса мертвых,Афанасьев Роман Сергеевич,,,,Альфа-книга,2023,Фантастический боевик,Падение Прайма,Современная отечественная проза,248,206,131,19,9.86,310,https://www.labirint.ru/books/979826/
868183,Волчьи хроники. Комплект из 3 книг,Эйкен Джоан,"Бродоцкая Анастасия, Иванов О.","Долгушина Оксана, Масейкина Анна",,Качели,2022,Комплекты,,,1288,248,175,40,9.71,1440,https://www.labirint.ru/books/868183/
792193,Хранители замка Федерштайн,Брандт Ина,Десницкая Евгения,Мор Ирене,,Качели,2021,Совиная магия,Ребенок читает сам,,244,216,146,12,9.53,307,https://www.labirint.ru/books/792193/
471705,Заповедник сказок,Булычев Кир,,Мигунов Евгений Тихонович,Басова Е. Г.,Альфа-книга,2017,Большая иллюстрированная серия,,,628,243,173,20,9.25,526,https://www.labirint.ru/books/471705/
904632,The Flight of the Aphrodite,Morden S J,,,,Gollancz,2022,,,,418,235,155,25,9,4067,https://www.labirint.ru/books/904632/
979825,Падение Прайма. Черные корабли,Афанасьев Роман Сергеевич,,,,Альфа-книга,2023,Фантастический боевик,Падение Прайма,Современная отечественная проза,252,207,131,18,10,310,https://www.labirint.ru/books/979825/
995045,Таргитай-2. Освобождение,"Никитин Юрий Александрович, Молчан Юрий Анатольевич",,,,Вече,2024,Трое из леса возвращаются,,Современная отечественная проза,426,210,135,25,8.17,538,https://www.labirint.ru/books/995045/
823006,Волки из Уиллоби-Чейз,Эйкен Джоан,Бродоцкая Анастасия,Долгушина Оксана,,Качели,2022,Волчьи Хроники,Книги для подростков,,398,247,175,14,8.76,547,https://www.labirint.ru/books/823006/
909675,The Constant Rabbit,Fforde Jasper,,,,Hodder & Stoughton,2020,,,,518,240,165,30,8,4235,https://www.labirint.ru/books/909675/
909816,Ghosts,Todd G X,,,,Headline,2021,,,Детективы и триллеры на английском языке,632,240,160,35,0,4235,https://www.labirint.ru/books/909816/
909416,Storm Echo,Singh Nalini,,,,Gollancz,2022,Psy-Changeling Trinity,,,505,225,144,32,0,3933,https://www.labirint.ru/books/909416/
911383,Квидиш сквозь века,Роулинг Джоан Кэтлин,Спивак Маша,Граветт Эмили,,Махаон,2020,Гарри Поттер,,,1240,298,257,23,7.6,2133,https://www.labirint.ru/books/911383/
894466,Легион памяти,Кори Джеймс,Соловьева Г. В.,,,Фантастика,2022,Science Fiction,,Современная зарубежная проза,538,220,145,25,8.17,887,https://www.labirint.ru/books/894466/
908913,The Choice,Roberts Nora,,,,Piatkus,2022,,,,684,242,165,40,8.5,3630,https://www.labirint.ru/books/908913/
593955,Ночные кошмары и фантастические видения,Кинг Стивен,"Вебер Виктор, Гурова Ирина Гавриловна, Покидаева Татьяна Юрьевна",,,АСТ,2017,Король на все времена,,Современная зарубежная проза,570,207,134,37,8.41,622,https://www.labirint.ru/books/593955/
679393,Метро 2034,Глуховский Дмитрий Алексеевич,,,,АСТ,2019,Знаменитая трилогия,,Современная отечественная проза,500,218,170,22,7.94,1145,https://www.labirint.ru/books/679393/
1004295,Кармилла,Ле Фаню Джозеф Шеридан,Брилова Людмила,,,Like Book,2024,Young Adult. Сумеречная жажда. Классика,,Классическая зарубежная проза,282,218,143,14,10,540,https://www.labirint.ru/books/1004295/
848593,Врата Абаддона. Пожар Сиболы. Пропасть выживания,Кори Джеймс,Соловьева Г. В.,,,Фантастика,2022,Пространство (Expanse),,Современная зарубежная проза,1274,242,153,51,10,1091,https://www.labirint.ru/books/848593/
1009540,Мурашки,Стайн Роберт Лоуренс,Уманский Анатолий Анатольевич,,,АСТ,2024,Ужастики Р. Л. Стайна,,,240,206,130,15,0,403,https://www.labirint.ru/books/1009540/
850899,Память племен,Хантер Эрин,Максимова В.,Насыров Л.,,ОлмаМедиаГрупп/Просвещение,2022,Коты - воители. Подарок,,,570,245,175,15,10,970,https://www.labirint.ru/books/850899/
709781,Даша и меч короля Артура,Гурова Анна Евгеньевна,,Ходыревская Анна,,Качели,2022,Приключения во времени,Ребенок читает сам,,390,245,200,12,8.82,533,https://www.labirint.ru/books/709781/
959976,"Странник по звездам, или Смирительная рубашка",Лондон Джек,"Озерская Татьяна Алексеевна, Банников Николай, Злобин Георгий",,,Иностранка,2024,Иностранная литература. Большие книги,,Классическая зарубежная проза,746,220,150,35,10,880,https://www.labirint.ru/books/959976/
759120,Хребты безумия,Лавкрафт Говард Филлипс,"Брилова Л., Мичковский Олег, Дорогокупля В. Н.",Иванов Иван,,Феникс,2022,Хроники Некрономикона,,Классическая зарубежная проза,526,245,170,20,9.78,515,https://www.labirint.ru/books/759120/
