,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
401,402,20,3,65.0,8767,1,1,0,3,0,4,0,5,2,2,0,2,2.0794415416798357,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,4,0,2,24,6,0,1286,1310,1,0,1,4,1310,0,0,7.1785454837637,0,0,2,0,3,1,2,6,6,1,2,1,2005.0,0,2,400,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,6,5,12.013646205940514
402,403,30,3,60.0,10200,1,1,3,3,0,4,0,19,2,2,0,2,1.791759469228055,8,1940,1997,1,1,13,14,2,0.0,3,4,2,4,4,4,6,0,6,0,672,672,1,0,1,4,672,0,0,6.511745329644728,0,0,1,0,2,1,3,4,6,0,3,5,1940.0,3,1,240,5,5,0,168,0,0,0,0,0,3,0,1,0,8,2008,8,4,11.58989576532275
403,404,60,3,93.0,12090,1,1,3,3,0,0,0,15,2,2,0,5,2.1972245773362196,5,1998,1998,3,1,12,13,1,650.0,2,4,2,2,4,4,6,0,6,0,1141,1141,1,2,1,4,1165,1098,0,7.724888439323074,0,0,2,1,4,1,2,10,6,1,5,3,1998.0,0,2,420,5,5,2,144,123,0,0,0,0,3,4,1,0,7,2006,8,0,12.460718739865236
404,405,60,3,69.0,10364,1,1,0,3,0,4,0,8,2,2,0,5,1.9459101490553132,5,1995,1996,1,1,8,8,2,0.0,3,4,2,2,4,4,6,0,6,0,806,806,1,2,1,4,806,766,0,7.360739903058278,0,0,2,1,3,1,3,7,6,1,5,3,1995.0,0,2,373,5,5,2,0,40,0,0,0,0,3,4,1,0,5,2007,8,4,12.031725210748633
405,406,20,3,69.0,9991,1,1,0,3,0,0,0,19,1,2,0,2,1.6094379124341003,4,1976,1993,1,1,9,10,2,0.0,3,4,1,4,4,4,1,1116,6,0,165,1281,1,0,1,4,1620,0,0,7.390798521735676,1,0,2,0,3,1,3,8,2,1,5,1,1993.0,3,2,490,5,5,2,120,78,0,0,0,0,3,1,1,0,6,2009,8,4,11.918397239722838
406,407,50,3,51.0,10480,1,1,3,3,0,4,0,18,2,2,0,0,1.9459101490553132,5,1936,1950,1,1,8,8,2,0.0,3,4,0,4,4,4,6,0,6,0,1064,1064,1,0,1,0,1166,0,473,7.402451520818244,0,0,1,0,3,1,3,6,1,0,3,5,1936.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2008,8,4,11.652696102959753
407,408,70,3,63.0,15576,1,1,3,3,0,4,0,6,2,2,0,5,1.9459101490553132,7,1915,1976,1,1,13,10,2,0.0,3,4,0,2,4,4,6,0,6,0,840,840,1,0,1,4,840,840,0,7.427144133408616,0,0,2,0,4,1,3,8,6,0,3,1,1960.0,3,1,308,5,5,2,0,0,160,0,0,0,3,4,1,0,3,2008,8,4,12.083910661257521
408,409,60,3,109.0,14154,1,1,3,3,0,0,0,16,2,2,0,5,2.0794415416798357,5,2006,2006,1,1,12,13,1,350.0,2,4,2,0,1,4,6,0,6,0,1063,1063,1,0,1,4,1071,1101,0,7.6838639802564295,0,0,2,1,3,1,2,9,6,1,2,1,2006.0,2,3,947,5,5,2,192,62,0,0,0,0,3,4,1,0,8,2007,6,5,12.54254845357358
409,410,60,1,85.0,10800,1,1,3,3,0,4,0,21,2,2,0,5,2.1972245773362196,5,2007,2008,1,1,12,13,3,100.0,2,4,2,0,4,4,2,789,6,0,245,1034,1,0,1,4,1050,1028,0,7.639642287858013,1,0,2,1,3,1,0,8,6,1,2,1,2008.0,0,3,836,5,5,2,0,102,0,0,0,0,3,4,1,0,4,2008,6,5,12.73596827534975
410,411,20,3,68.0,9571,1,1,3,3,0,4,0,7,2,2,0,2,1.791759469228055,3,1958,1958,1,1,2,2,2,0.0,3,1,1,4,0,4,6,0,6,0,1276,1276,1,4,1,0,1276,0,0,7.152268856032539,0,0,1,0,3,1,3,5,4,0,3,1,1958.0,3,1,350,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2009,0,0,11.002116507732017
411,412,190,3,100.0,34650,1,1,3,0,0,4,0,8,2,2,1,2,1.791759469228055,5,1955,1955,3,1,13,14,2,0.0,3,4,1,4,4,2,5,1056,6,0,0,1056,1,4,0,4,1056,0,0,6.963189985870238,1,0,1,0,3,1,3,5,6,0,3,1,1955.0,0,2,572,5,5,2,264,0,0,0,0,0,3,4,1,0,1,2006,8,4,11.884495917930655
412,413,20,1,69.0,4403,1,1,1,3,0,4,0,21,2,2,0,2,2.0794415416798357,5,2009,2009,1,1,8,8,3,432.0,0,4,2,0,4,0,2,578,6,0,892,1470,1,0,1,4,1478,0,0,7.2991214627108,1,0,2,1,2,1,2,7,6,1,2,1,2009.0,0,2,484,5,5,2,0,144,0,0,0,0,3,4,1,0,6,2010,6,5,12.310437165348775
413,414,30,4,56.0,8960,1,0,3,3,0,4,0,17,0,2,0,2,1.791759469228055,6,1927,1950,1,1,14,15,2,0.0,3,4,1,4,4,4,6,0,6,0,1008,1008,1,2,1,0,1028,0,0,6.9363427358340495,0,0,1,0,2,1,3,5,6,1,2,5,1927.0,3,2,360,5,5,2,0,0,130,0,0,0,3,4,1,0,3,2010,8,4,11.652696102959753
414,415,60,3,59.0,11228,1,1,1,3,0,1,0,20,2,2,0,5,2.0794415416798357,5,1993,1993,1,1,12,13,2,0.0,2,4,2,2,4,4,1,50,2,531,499,1080,1,0,1,4,1080,1017,0,7.6487397889562425,0,1,2,1,3,1,2,9,6,1,5,1,1993.0,3,3,678,5,5,2,196,187,0,0,0,0,3,4,1,0,12,2008,8,4,12.337105293891872
415,416,20,3,73.0,8899,1,1,0,3,0,4,0,8,2,2,0,2,2.0794415416798357,5,2007,2007,1,1,12,13,2,0.0,2,4,2,2,4,0,2,24,6,0,1316,1340,1,0,1,4,1340,0,0,7.201170883281678,0,0,2,0,3,1,2,6,6,0,3,1,2007.0,0,2,396,5,5,2,100,30,0,0,0,0,3,4,1,0,8,2007,6,5,12.106997888588934
416,417,60,3,74.0,7844,1,1,3,3,0,4,0,19,2,2,0,5,1.9459101490553132,7,1978,1978,3,1,6,6,1,203.0,3,4,1,4,4,4,0,209,6,0,463,672,1,4,1,4,672,728,0,7.244941546337007,0,0,1,1,3,1,3,6,6,1,5,1,1978.0,0,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2006,8,4,11.915058360753719
417,418,70,3,86.0,22420,1,1,0,3,0,4,0,6,1,2,0,5,1.9459101490553132,6,1918,1950,3,1,13,12,2,0.0,3,4,0,2,4,4,1,1128,6,0,242,1370,2,4,0,0,1370,1254,0,7.872836175025724,1,0,2,1,4,1,3,10,6,1,2,5,1918.0,3,3,864,5,5,0,0,0,0,0,0,0,3,4,1,0,11,2007,8,4,12.384223015005313
418,419,50,3,60.0,8160,1,1,3,3,0,4,0,7,2,2,0,0,1.791759469228055,6,1940,1950,1,1,8,8,2,0.0,3,4,0,4,4,4,0,312,6,0,444,756,1,1,0,1,756,378,0,7.034387929915503,1,0,1,1,3,1,3,7,6,0,3,5,1940.0,3,1,240,5,5,1,0,0,0,0,0,0,3,4,1,0,4,2007,8,1,11.744045122410057
419,420,20,3,65.0,8450,1,1,3,3,0,4,0,12,2,2,0,2,1.791759469228055,6,1968,1968,1,1,12,13,2,0.0,3,4,1,4,4,4,1,775,6,0,281,1056,1,0,1,4,1056,0,0,6.963189985870238,1,0,1,0,3,1,3,6,6,1,1,1,1968.0,3,1,304,5,5,2,0,85,184,0,0,0,3,4,1,0,7,2010,8,4,11.863589378812122
420,421,90,4,78.0,7060,1,1,3,3,0,4,0,11,2,2,2,6,2.0794415416798357,5,1997,1998,1,1,12,13,1,200.0,3,2,2,2,1,1,2,1309,6,0,35,1344,1,0,1,4,1344,0,0,7.20414929203594,2,0,2,0,2,2,3,8,6,0,3,1,1997.0,0,4,784,5,5,2,0,0,0,0,0,0,3,4,1,0,11,2008,8,2,12.237091546357338
421,422,20,3,69.0,16635,1,1,0,3,0,2,0,14,2,2,0,2,1.9459101490553132,7,1977,2000,1,1,5,5,3,126.0,2,4,1,2,4,4,0,1246,6,0,356,1602,1,2,1,4,1602,0,0,7.3796321526095525,0,1,2,0,3,1,2,8,6,1,5,1,1977.0,0,2,529,5,5,2,240,0,0,0,0,0,3,4,1,0,6,2009,8,4,12.278397958261774
422,423,20,3,100.0,21750,1,1,3,1,0,4,1,11,0,2,0,2,1.791759469228055,5,1954,1954,3,1,6,6,2,0.0,3,4,1,4,4,4,6,0,6,0,988,988,1,0,1,0,988,0,0,6.8966943316227125,0,0,1,0,2,1,3,4,6,0,3,1,1954.0,2,2,520,5,5,0,0,0,0,0,0,0,3,4,1,0,2,2008,8,4,11.635151947212842
423,424,60,3,80.0,9200,1,1,3,3,0,4,0,15,2,2,0,5,2.1972245773362196,5,1998,1998,1,1,12,13,1,473.0,2,4,2,2,4,4,2,986,6,0,484,1470,1,2,1,4,1470,1160,0,7.875119281040293,1,0,2,1,4,1,2,8,6,1,5,1,1998.0,0,3,696,5,5,2,0,66,0,0,0,0,3,4,1,0,6,2008,8,4,12.660331092405906
424,425,20,3,72.0,9000,1,1,3,3,0,4,0,12,2,2,0,2,1.9459101490553132,5,1956,1956,1,1,13,14,1,74.0,3,4,1,2,4,4,3,616,6,0,580,1196,1,2,1,0,1196,0,0,7.087573705557973,1,0,1,0,2,1,3,6,6,1,2,1,1956.0,2,1,297,5,5,2,0,44,0,0,0,0,3,4,1,0,5,2008,8,4,11.842236406331555
425,426,60,4,60.0,3378,1,0,3,1,0,4,0,17,2,2,0,5,2.0794415416798357,8,1946,1992,1,1,6,6,2,0.0,3,2,1,4,4,4,6,0,6,0,651,651,1,2,1,4,707,682,0,7.237059026124737,0,0,1,1,3,1,3,6,6,2,2,5,1947.0,3,1,240,5,5,1,0,0,126,0,0,0,3,4,1,0,9,2009,8,4,11.813037464800539
426,427,80,3,69.0,12800,1,1,3,2,0,4,1,20,2,2,0,7,2.0794415416798357,5,1989,1989,1,1,13,14,1,145.0,2,4,2,2,4,1,2,1518,6,0,0,1518,1,2,1,4,1644,0,0,7.405495663199472,1,1,2,0,2,1,2,5,6,1,5,1,1989.0,0,2,569,5,5,2,80,0,0,0,396,0,3,4,1,0,8,2009,8,4,12.524530013005734
427,428,20,3,77.0,8593,1,1,0,3,0,4,0,12,2,2,0,2,1.6094379124341003,6,1957,1957,3,1,8,8,2,0.0,3,4,1,4,4,4,5,288,6,0,619,907,1,0,1,4,907,0,0,6.811244378601294,0,0,1,0,3,1,3,5,6,0,3,5,1964.0,3,1,352,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2008,8,4,11.599185726610004
428,429,20,3,64.0,6762,1,1,3,3,0,4,0,5,2,2,0,2,2.0794415416798357,5,2007,2007,1,1,12,13,1,108.0,2,4,2,2,4,4,2,664,6,0,544,1208,1,0,1,4,1208,0,0,7.097548850614793,1,0,2,0,2,1,2,6,6,0,3,1,2007.0,2,2,628,5,5,2,105,54,0,0,0,0,3,4,1,0,9,2007,6,5,12.182809136284991
429,430,20,3,130.0,11457,1,1,0,3,0,0,0,23,2,2,0,2,1.9459101490553132,5,1988,1988,1,1,6,6,2,0.0,3,4,1,2,4,2,2,1005,6,0,387,1392,1,4,1,4,1412,0,0,7.253470382684528,1,0,2,0,3,1,2,6,6,1,5,1,1988.0,3,2,576,5,5,2,0,0,169,0,0,0,3,4,1,0,3,2009,8,4,12.07254696717504
430,431,160,4,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,1.9459101490553132,5,1971,1971,1,1,6,6,1,232.0,3,4,1,4,4,4,0,387,6,0,96,483,1,4,1,4,483,504,0,6.895682697747868,0,0,1,1,2,1,3,4,6,0,3,5,1971.0,3,1,264,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2008,0,0,11.355113089309977
431,432,50,4,60.0,5586,1,1,0,0,0,4,0,17,1,2,0,0,1.9459101490553132,7,1920,1998,1,1,8,8,2,0.0,3,4,0,4,4,4,6,0,6,0,901,901,1,2,1,4,1088,110,0,7.089243155027514,0,0,1,0,4,1,3,7,6,0,3,6,0.0,1,0,0,3,3,0,0,98,0,0,0,0,3,2,1,0,9,2008,3,0,11.288543647320601
432,433,160,4,24.0,1920,1,1,3,3,0,4,0,2,2,2,4,5,1.791759469228055,5,1971,1971,1,1,6,6,1,376.0,3,4,1,4,4,4,0,471,6,0,294,765,1,0,1,4,765,600,0,7.2196420401307355,1,0,1,1,2,1,3,6,2,0,3,5,1971.0,3,2,440,5,5,2,240,36,0,0,0,0,3,4,1,0,8,2007,8,4,11.715874472198905
433,434,60,3,100.0,10839,1,1,0,3,0,0,0,8,2,2,0,5,1.9459101490553132,5,1997,1998,1,1,12,13,2,0.0,3,4,2,2,4,4,6,0,6,0,926,926,1,0,1,4,926,678,0,7.380879035564116,0,0,2,1,3,1,3,7,6,1,5,1,1997.0,0,2,470,5,5,2,0,36,0,0,0,0,3,4,1,0,7,2008,8,4,12.10625783509458
434,435,180,4,21.0,1890,1,1,3,3,0,4,0,10,2,2,3,6,1.6094379124341003,7,1972,1972,1,1,5,5,2,0.0,3,2,1,2,4,0,0,495,6,0,135,630,1,2,1,4,630,0,0,6.447305862541213,1,0,1,0,1,1,3,3,6,0,3,6,0.0,1,0,0,3,3,2,88,0,0,0,0,0,3,4,1,0,6,2008,8,4,11.302216779257382
435,436,60,3,43.0,10667,1,1,1,3,0,1,0,5,4,2,0,5,2.0794415416798357,6,1996,1996,1,1,12,13,2,0.0,2,4,2,2,4,0,2,385,0,344,70,799,1,0,1,4,827,834,0,7.415776975415394,1,0,2,1,3,1,2,6,6,1,5,1,1996.0,2,2,550,5,5,2,158,61,0,0,0,0,3,4,1,0,4,2009,5,4,12.264346270624157
436,437,50,4,40.0,4400,1,1,3,3,0,4,0,17,2,2,0,0,1.9459101490553132,8,1920,1950,1,1,11,12,2,0.0,3,4,0,1,4,4,6,0,6,0,648,648,1,4,1,0,734,384,0,7.020190708311925,0,0,1,0,2,1,3,6,6,0,3,5,1990.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2006,8,4,11.661354090741
437,438,45,4,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,1,1.9459101490553132,7,1926,2004,1,1,13,14,2,0.0,2,4,2,4,4,4,6,0,6,0,884,884,1,2,1,4,904,0,0,6.807934943699926,0,0,1,0,2,1,3,4,6,0,3,5,1926.0,3,1,180,5,5,2,0,0,105,0,0,0,3,4,1,0,1,2009,8,4,11.686887175419702
438,439,30,3,40.0,4280,1,1,3,3,0,4,0,6,2,2,0,2,1.791759469228055,6,1913,2002,1,1,14,12,2,0.0,3,4,2,4,4,4,3,365,6,0,75,440,1,4,0,4,694,0,0,6.543911845564792,0,0,1,0,2,1,2,4,6,1,2,5,1990.0,3,1,352,2,5,1,0,0,34,0,0,0,3,2,1,0,3,2007,8,4,11.411457364027745
439,440,50,3,67.0,12354,1,0,3,3,0,0,0,7,2,2,0,0,1.9459101490553132,8,1920,2000,1,1,13,14,2,0.0,3,4,0,4,0,2,6,0,6,0,684,684,1,2,1,4,684,512,0,7.087573705557973,0,0,1,0,3,1,2,7,6,0,3,5,2005.0,3,2,528,5,5,2,0,46,0,0,0,0,3,0,3,800,8,2009,4,4,11.608244735642321
440,441,20,3,105.0,15431,1,1,3,3,0,4,0,16,2,2,0,2,2.3978952727983707,5,2008,2008,3,1,12,13,3,200.0,0,4,2,0,4,1,2,1767,0,539,788,3094,1,0,1,4,2402,0,0,7.784473235736469,1,0,2,0,2,1,0,10,6,2,2,1,2008.0,0,3,672,5,5,2,0,72,0,0,170,0,3,4,1,0,4,2009,8,4,13.22672519452875
441,442,90,3,92.0,12108,1,1,3,3,0,4,0,7,2,2,2,2,1.6094379124341003,4,1955,1955,1,1,12,13,1,270.0,3,4,1,4,4,4,0,133,6,0,1307,1440,1,4,0,1,1440,0,0,7.273092595999522,0,0,2,0,4,2,1,8,6,0,3,6,0.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,9,2008,8,4,11.678448377988165
442,443,50,4,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,1.791759469228055,7,1930,1992,1,1,8,8,2,0.0,3,4,2,4,4,4,6,0,6,0,1078,1078,1,4,1,4,1128,445,0,7.3613754289773485,0,0,2,0,3,1,3,8,6,1,2,5,1930.0,3,2,360,5,5,1,0,0,0,0,0,0,3,4,1,0,6,2008,8,4,12.000897933306716
443,444,120,3,53.0,3922,1,1,3,3,0,4,0,0,2,2,4,2,2.0794415416798357,5,2006,2007,1,1,14,15,1,72.0,2,4,2,0,4,0,6,0,6,0,1258,1258,1,0,1,4,1258,0,0,7.138073034044347,0,0,2,0,2,1,2,6,6,1,2,1,2007.0,0,3,648,5,5,2,144,16,0,0,0,0,3,4,1,0,6,2007,6,5,12.058158312538197
444,445,60,3,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,5,2.0794415416798357,5,1994,1995,1,1,12,13,2,0.0,2,2,2,2,4,4,2,642,6,0,273,915,1,0,1,4,933,975,0,7.554334823725748,1,0,2,1,4,1,2,8,6,1,5,1,1994.0,3,2,493,5,5,2,144,133,0,0,0,0,3,4,1,0,7,2008,8,4,12.25486757159303
445,446,20,3,73.0,9855,1,1,3,3,0,0,0,7,2,2,0,2,1.9459101490553132,5,1956,1956,3,1,13,14,2,0.0,3,4,1,4,4,4,6,0,6,0,1436,1436,1,1,1,4,1689,0,0,7.432483807917119,0,0,1,0,3,1,3,7,6,1,2,1,1956.0,3,2,480,5,5,2,0,0,0,0,0,0,3,2,1,0,11,2009,0,4,11.755879486687116
446,447,20,3,137.0,16492,1,1,0,3,0,0,0,12,3,2,0,2,1.9459101490553132,6,1966,2002,1,1,3,10,2,0.0,2,4,1,4,4,4,0,247,5,713,557,1517,1,0,1,4,1888,0,0,7.543802867501509,0,0,2,1,2,1,2,6,4,1,2,1,1966.0,0,2,578,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2010,8,4,12.154784614286667
447,448,60,3,69.0,11214,1,1,0,3,0,0,0,8,2,2,0,5,2.0794415416798357,5,1998,1999,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0,930,930,1,2,1,4,956,930,0,7.54274354536855,0,0,2,1,4,1,2,10,6,1,5,1,1998.0,0,2,431,5,5,2,89,0,0,0,0,0,3,4,1,0,7,2006,8,4,12.20557752297723
448,449,50,4,50.0,8600,1,1,3,0,0,4,0,9,2,2,0,0,1.9459101490553132,6,1937,1950,1,1,8,8,2,0.0,3,4,0,4,4,4,6,0,6,0,780,780,1,4,1,4,780,596,0,7.227662498728654,0,0,2,0,3,1,3,7,6,1,2,5,1937.0,3,1,198,5,5,0,0,0,0,0,0,0,3,4,1,0,6,2006,8,4,11.691080018519527
449,450,50,4,50.0,6000,1,1,3,3,0,4,0,17,2,2,0,0,1.3862943611198906,7,1948,2002,1,1,8,8,2,0.0,3,2,1,4,4,4,0,331,6,0,318,649,1,0,1,4,679,504,0,7.076653815443951,0,0,1,1,2,1,3,6,6,0,3,5,1981.0,3,1,308,5,5,2,0,176,0,0,0,0,3,4,1,0,6,2007,8,4,11.695255355062795
450,451,30,4,70.0,5684,1,1,3,3,0,4,0,17,2,2,0,2,1.9459101490553132,8,1930,2005,3,1,13,14,2,0.0,3,4,0,4,4,4,6,0,6,0,813,813,1,0,1,0,813,0,0,6.70196036600254,0,0,1,0,2,1,2,5,6,0,3,5,1932.0,3,1,270,1,1,0,0,113,0,0,0,0,3,4,1,0,6,2006,8,4,11.608244735642321
451,452,20,3,62.0,70761,1,1,0,2,0,4,1,4,2,2,0,2,2.0794415416798357,5,1975,1975,1,7,9,10,2,0.0,3,4,1,2,4,1,0,655,6,0,878,1533,1,4,1,4,1533,0,0,7.335633981927201,1,0,2,0,2,1,2,5,6,2,5,1,1975.0,3,2,576,5,5,2,200,54,0,0,0,0,3,4,1,0,12,2006,8,4,12.54254845357358
452,453,60,3,69.0,9303,1,1,0,3,0,0,0,23,2,2,0,5,1.9459101490553132,5,1996,1997,3,1,12,13,1,42.0,2,4,2,0,4,4,0,742,6,0,130,872,1,0,1,4,888,868,0,7.471363088187097,1,0,2,1,3,1,3,7,6,0,3,1,1996.0,0,2,422,5,5,2,144,122,0,0,0,0,3,4,1,0,7,2007,8,4,12.225880174775122
453,454,60,1,75.0,9000,1,1,3,3,0,4,0,21,2,2,0,5,2.1972245773362196,5,2008,2008,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0,768,768,1,0,1,4,786,804,0,7.372118028337787,0,0,2,1,3,1,2,6,6,0,3,1,2008.0,2,2,676,5,5,2,0,30,0,0,0,0,3,4,1,0,6,2009,8,4,12.25486757159303
454,455,90,3,63.0,9297,1,1,3,3,0,4,0,11,2,2,2,2,1.791759469228055,5,1976,1976,1,1,9,10,2,0.0,3,4,1,4,4,4,0,1606,6,0,122,1728,1,4,1,4,1728,0,0,7.455298485683291,2,0,2,0,4,2,3,8,6,0,3,5,1976.0,3,2,560,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,3,12.144202560946876
455,456,20,3,80.0,9600,1,1,3,3,0,4,0,14,2,2,0,2,2.0794415416798357,6,1973,1973,3,1,6,6,1,320.0,3,4,1,4,4,4,0,916,6,0,326,1242,1,1,1,4,1242,0,0,7.1252830915107115,0,0,1,1,3,1,3,6,6,1,5,1,1973.0,3,2,528,5,5,2,0,0,0,0,0,0,3,4,1,0,9,2007,8,4,12.075400019877522
456,457,70,4,34.0,4571,1,0,3,3,0,4,0,17,2,2,0,5,1.791759469228055,5,1916,1950,1,1,0,0,2,0.0,3,4,0,4,4,4,6,0,6,0,624,624,1,1,0,4,624,720,0,7.20414929203594,0,0,1,0,4,1,3,7,6,0,3,5,1916.0,3,3,513,1,1,2,0,0,96,0,0,0,3,4,1,0,5,2008,0,0,11.49273296168228
457,458,20,3,69.0,53227,1,1,0,2,0,1,1,4,2,2,0,2,1.6094379124341003,6,1954,1994,0,5,9,10,2,0.0,3,4,1,2,4,1,1,1116,6,0,248,1364,1,0,1,4,1663,0,0,7.416979621381154,1,0,1,0,2,1,2,6,2,2,2,1,1954.0,0,2,529,5,5,2,224,137,0,0,0,0,3,4,1,0,3,2008,8,4,12.45293662970407
458,459,70,4,69.0,5100,1,0,3,3,0,4,0,17,2,2,0,5,2.1972245773362196,7,1925,1996,3,1,11,15,2,0.0,3,2,2,4,4,4,6,0,6,0,588,588,1,1,1,4,833,833,0,7.418780882750794,0,0,1,0,3,1,2,7,6,1,2,5,1925.0,3,1,228,5,5,2,192,63,0,0,0,0,3,2,1,0,6,2008,8,4,11.989165855127435
459,460,50,3,69.0,7015,1,1,0,0,0,0,0,3,2,2,0,0,1.791759469228055,4,1950,1950,1,1,8,8,0,161.0,3,4,1,4,4,4,3,185,6,0,524,709,1,4,1,4,979,224,0,7.093404625868766,1,0,1,0,3,1,2,5,6,1,5,5,1950.0,3,1,352,5,5,2,0,0,248,0,0,0,3,4,1,0,7,2009,8,4,11.608244735642321
460,461,60,1,75.0,8004,1,1,0,3,0,4,0,21,6,2,0,5,2.1972245773362196,5,2009,2009,1,1,12,13,3,110.0,2,4,2,2,4,4,2,544,6,0,288,832,1,0,1,4,832,1103,0,7.568379267836522,1,0,2,1,3,1,3,8,6,0,3,3,2009.0,0,2,552,5,5,2,0,150,0,0,0,0,3,4,1,0,12,2009,6,5,12.481565733211923
461,462,70,3,60.0,7200,1,1,3,3,0,4,0,18,1,2,0,5,2.0794415416798357,9,1936,2007,1,1,13,14,2,0.0,2,2,2,2,1,4,0,350,1,210,0,560,1,0,1,4,575,560,0,7.035268599281097,1,0,1,0,3,1,2,6,6,0,3,5,1971.0,2,2,576,5,5,2,256,0,0,0,0,0,3,2,1,0,4,2009,8,4,11.951186847493476
462,463,20,3,60.0,8281,1,1,0,3,0,4,0,19,2,2,0,2,1.791759469228055,5,1965,1965,1,1,8,8,2,0.0,3,4,1,4,4,4,5,553,1,311,0,864,1,2,1,4,864,0,0,6.762729506931879,0,0,1,0,3,1,3,5,6,1,4,5,1965.0,3,1,360,5,5,2,0,0,236,0,0,0,3,1,1,0,12,2009,8,4,11.04106411122238
463,464,70,3,74.0,11988,1,1,0,1,0,4,1,6,2,2,0,5,1.9459101490553132,7,1934,1995,3,1,11,12,2,0.0,3,4,1,4,4,4,3,326,6,0,389,715,1,1,1,0,849,811,0,7.415175109613295,0,0,1,1,3,1,3,6,6,1,2,5,1939.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,8,2008,8,4,12.147919030759663
464,465,20,3,60.0,8430,1,1,3,1,0,4,1,5,2,2,0,2,1.791759469228055,5,1978,1978,1,1,6,6,1,136.0,3,4,1,2,4,4,5,616,6,0,424,1040,1,4,1,4,1040,0,0,6.947937068614969,0,0,2,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,8,2009,8,4,11.728044909070785
465,466,120,4,69.0,3072,1,1,3,3,0,4,0,0,2,2,4,2,2.0794415416798357,5,2004,2004,3,1,12,13,1,18.0,2,4,2,2,4,4,6,0,6,0,1375,1375,1,0,1,4,1414,0,0,7.254884810077338,0,0,2,0,2,1,2,6,6,1,5,1,2004.0,0,2,398,5,5,2,144,20,0,0,0,0,3,4,1,0,5,2006,8,4,12.093693109638318
466,467,20,3,85.0,10628,1,1,3,3,0,4,0,12,2,2,0,2,2.0794415416798357,5,1970,1970,0,5,9,10,2,0.0,3,2,1,4,1,1,2,778,6,0,499,1277,1,4,1,4,1277,0,0,7.15305163493748,1,0,1,0,2,1,3,5,6,1,4,1,1970.0,3,2,526,5,5,2,0,0,0,0,176,0,3,1,1,0,4,2007,8,4,12.025755079404917
467,468,70,3,79.0,9480,1,1,3,3,0,4,0,12,0,2,0,5,1.791759469228055,7,1942,1995,1,1,8,8,3,224.0,3,4,1,4,4,4,3,386,6,0,342,728,1,0,1,4,888,756,0,7.405495663199472,0,0,1,1,3,1,2,7,6,2,2,1,1942.0,3,1,312,5,5,2,168,0,0,0,0,0,3,4,1,0,6,2007,8,4,11.89478753335453
468,469,20,3,98.0,11428,1,1,0,3,0,4,0,16,2,2,0,2,2.1972245773362196,5,2006,2006,1,1,12,13,3,248.0,2,4,2,2,4,4,6,0,6,0,1626,1626,1,0,1,4,1634,0,0,7.399398083331354,0,0,2,0,3,1,2,7,6,1,2,1,2006.0,2,3,866,5,5,2,0,44,0,0,0,0,3,4,1,0,5,2007,8,4,12.429220196836383
